2022-05-16 15:05:724 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:935 INFO  SignInPage :58 - Enter Password123456 to email field [[ChromeDriver: chrome on WINDOWS (3d81dbcb14f6d7f2b96e094239e59399)] -> xpath: //input[@id='passwd']]
2022-05-16 15:05:905 INFO  SignInPage :65 - Clicking on SignIn[[ChromeDriver: chrome on WINDOWS (3d81dbcb14f6d7f2b96e094239e59399)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 15:05:916 INFO  SignInPage :88 - getting Error text from [[ChromeDriver: chrome on WINDOWS (3d81dbcb14f6d7f2b96e094239e59399)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-16 15:05:549 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:991 INFO  HomePage :56 - Clicking on SignInHeader[[ChromeDriver: chrome on WINDOWS (21fd78c45ae80f503ccc5e8247974b2a)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 15:05:50 INFO  SignInPage :55 - Enter emailabcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (21fd78c45ae80f503ccc5e8247974b2a)] -> xpath: //input[@id='email']]
2022-05-16 15:05:62 INFO  SignInPage :58 - Enter Password to email field [[ChromeDriver: chrome on WINDOWS (21fd78c45ae80f503ccc5e8247974b2a)] -> xpath: //input[@id='passwd']]
2022-05-16 15:05:51 INFO  SignInPage :65 - Clicking on SignIn[[ChromeDriver: chrome on WINDOWS (21fd78c45ae80f503ccc5e8247974b2a)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 15:05:64 INFO  SignInPage :88 - getting Error text from [[ChromeDriver: chrome on WINDOWS (21fd78c45ae80f503ccc5e8247974b2a)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-16 15:05:714 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:120 INFO  HomePage :56 - Clicking on SignInHeader[[ChromeDriver: chrome on WINDOWS (a0ee2267bb62af714fbfea17129897ba)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 15:05:182 INFO  SignInPage :55 - Enter emailadfdfgfg to email field [[ChromeDriver: chrome on WINDOWS (a0ee2267bb62af714fbfea17129897ba)] -> xpath: //input[@id='email']]
2022-05-16 15:05:193 INFO  SignInPage :58 - Enter Password123456 to email field [[ChromeDriver: chrome on WINDOWS (a0ee2267bb62af714fbfea17129897ba)] -> xpath: //input[@id='passwd']]
2022-05-16 15:05:489 INFO  SignInPage :65 - Clicking on SignIn[[ChromeDriver: chrome on WINDOWS (a0ee2267bb62af714fbfea17129897ba)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 15:05:504 INFO  SignInPage :88 - getting Error text from [[ChromeDriver: chrome on WINDOWS (a0ee2267bb62af714fbfea17129897ba)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-16 15:05:149 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:444 INFO  HomePage :56 - Clicking on SignInHeader[[ChromeDriver: chrome on WINDOWS (5aa433be764719d84ea89c99b14e2f12)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 15:05:497 INFO  SignInPage :55 - Enter emailabcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (5aa433be764719d84ea89c99b14e2f12)] -> xpath: //input[@id='email']]
2022-05-16 15:05:508 INFO  SignInPage :58 - Enter Password123456 to email field [[ChromeDriver: chrome on WINDOWS (5aa433be764719d84ea89c99b14e2f12)] -> xpath: //input[@id='passwd']]
2022-05-16 15:05:441 INFO  SignInPage :65 - Clicking on SignIn[[ChromeDriver: chrome on WINDOWS (5aa433be764719d84ea89c99b14e2f12)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 15:05:452 INFO  SignInPage :88 - getting Error text from [[ChromeDriver: chrome on WINDOWS (5aa433be764719d84ea89c99b14e2f12)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-16 15:05:95 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:198 INFO  HomePage :56 - Clicking on SignInHeader[[ChromeDriver: chrome on WINDOWS (7ce664851ffd3931e35a3687ceaf1b16)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 15:05:259 INFO  SignInPage :55 - Enter emailsoft1235@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (7ce664851ffd3931e35a3687ceaf1b16)] -> xpath: //input[@id='email']]
2022-05-16 15:05:270 INFO  SignInPage :58 - Enter Passwordabc12345 to email field [[ChromeDriver: chrome on WINDOWS (7ce664851ffd3931e35a3687ceaf1b16)] -> xpath: //input[@id='passwd']]
2022-05-16 15:05:10 INFO  SignInPage :65 - Clicking on SignIn[[ChromeDriver: chrome on WINDOWS (7ce664851ffd3931e35a3687ceaf1b16)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 15:05:25 INFO  SignInPage :96 - getting signout from [[ChromeDriver: chrome on WINDOWS (7ce664851ffd3931e35a3687ceaf1b16)] -> xpath: //a[@title='Log me out']]
2022-05-16 15:05:683 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:708 INFO  HomePage :56 - Clicking on SignInHeader[[ChromeDriver: chrome on WINDOWS (9d05a81fa9654ed8d2330ec1c03dbc37)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 15:05:763 INFO  SignInPage :55 - Enter emailtin@mail.com to email field [[ChromeDriver: chrome on WINDOWS (9d05a81fa9654ed8d2330ec1c03dbc37)] -> xpath: //input[@id='email']]
2022-05-16 15:05:776 INFO  SignInPage :58 - Enter Passwordabc123 to email field [[ChromeDriver: chrome on WINDOWS (9d05a81fa9654ed8d2330ec1c03dbc37)] -> xpath: //input[@id='passwd']]
2022-05-16 15:05:408 INFO  SignInPage :65 - Clicking on SignIn[[ChromeDriver: chrome on WINDOWS (9d05a81fa9654ed8d2330ec1c03dbc37)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-16 15:05:512 INFO  SignInPage :93 - Clicking on SignOutLink[[ChromeDriver: chrome on WINDOWS (9d05a81fa9654ed8d2330ec1c03dbc37)] -> xpath: //header/div[2]/div[1]/div[1]/nav[1]/div[2]/a[1]]
2022-05-16 15:05:525 INFO  SignInPage :100 - getting signIn text from [[ChromeDriver: chrome on WINDOWS (9d05a81fa9654ed8d2330ec1c03dbc37)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-16 15:05:280 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:388 INFO  HomePage :41 - Clicking on WomenHeader[[ChromeDriver: chrome on WINDOWS (8c9f4d90f76365337b5fa468e22fc1b2)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-16 15:05:404 INFO  WomenCategoryPage :87 - getting Women text from [[ChromeDriver: chrome on WINDOWS (8c9f4d90f76365337b5fa468e22fc1b2)] -> xpath: //span[@class='category-name']]
2022-05-16 15:05:42 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:237 INFO  HomePage :41 - Clicking on WomenHeader[[ChromeDriver: chrome on WINDOWS (14ba34249dbe9d8f8c863994509e2c5c)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-16 15:05:62 INFO  WomenCategoryPage :59 - Clicking on Blouse [[ChromeDriver: chrome on WINDOWS (14ba34249dbe9d8f8c863994509e2c5c)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[2]/div[1]/div[2]/h5[1]/a[1]]
2022-05-16 15:05:73 INFO  ProductPage :74 - clear Quantity[[ChromeDriver: chrome on WINDOWS (14ba34249dbe9d8f8c863994509e2c5c)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 15:05:136 INFO  ProductPage :80 - Enter email2 to email field [[ChromeDriver: chrome on WINDOWS (14ba34249dbe9d8f8c863994509e2c5c)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 15:05:208 INFO  ProductPage :85 - Selecting SizeM from dropdown [[ChromeDriver: chrome on WINDOWS (14ba34249dbe9d8f8c863994509e2c5c)] -> xpath: //select[@id='group_1']]
2022-05-16 15:05:250 INFO  ProductPage :95 - Clicking on AddToCart[[ChromeDriver: chrome on WINDOWS (14ba34249dbe9d8f8c863994509e2c5c)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-16 15:05:275 INFO  ProductPage :104 - getting Product Added To CartMessage from [[ChromeDriver: chrome on WINDOWS (14ba34249dbe9d8f8c863994509e2c5c)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-16 15:05:319 INFO  ProductPage :109 - Clicking on CloseButton[[ChromeDriver: chrome on WINDOWS (14ba34249dbe9d8f8c863994509e2c5c)] -> xpath: //span[@title='Close window']]
2022-05-16 15:05:976 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:655 INFO  HomePage :41 - Clicking on WomenHeader[[ChromeDriver: chrome on WINDOWS (9e8caf89c324262c32ffc1be3566a8bd)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-16 15:05:669 INFO  WomenCategoryPage :63 - Clicking on Printed Dress [[ChromeDriver: chrome on WINDOWS (9e8caf89c324262c32ffc1be3566a8bd)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[1]/div[1]/div[2]/h5[1]/a[1]]
2022-05-16 15:05:500 INFO  ProductPage :74 - clear Quantity[[ChromeDriver: chrome on WINDOWS (9e8caf89c324262c32ffc1be3566a8bd)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 15:05:558 INFO  ProductPage :80 - Enter email3 to email field [[ChromeDriver: chrome on WINDOWS (9e8caf89c324262c32ffc1be3566a8bd)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 15:05:625 INFO  ProductPage :85 - Selecting SizeL from dropdown [[ChromeDriver: chrome on WINDOWS (9e8caf89c324262c32ffc1be3566a8bd)] -> xpath: //select[@id='group_1']]
2022-05-16 15:05:669 INFO  ProductPage :95 - Clicking on AddToCart[[ChromeDriver: chrome on WINDOWS (9e8caf89c324262c32ffc1be3566a8bd)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-16 15:05:702 INFO  ProductPage :104 - getting Product Added To CartMessage from [[ChromeDriver: chrome on WINDOWS (9e8caf89c324262c32ffc1be3566a8bd)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-16 15:05:772 INFO  ProductPage :109 - Clicking on CloseButton[[ChromeDriver: chrome on WINDOWS (9e8caf89c324262c32ffc1be3566a8bd)] -> xpath: //span[@title='Close window']]
2022-05-16 15:05:421 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:25 INFO  HomePage :41 - Clicking on WomenHeader[[ChromeDriver: chrome on WINDOWS (7589335458880f5751b5773076c2f61a)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-16 15:05:111 INFO  WomenCategoryPage :68 - Clicking on Printed Chiffon Dress [[ChromeDriver: chrome on WINDOWS (7589335458880f5751b5773076c2f61a)] -> xpath: //a[contains(text(),'Printed Chiffon Dress')]]
2022-05-16 15:05:123 INFO  ProductPage :74 - clear Quantity[[ChromeDriver: chrome on WINDOWS (7589335458880f5751b5773076c2f61a)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 15:05:176 INFO  ProductPage :80 - Enter email4 to email field [[ChromeDriver: chrome on WINDOWS (7589335458880f5751b5773076c2f61a)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 15:05:207 INFO  ProductPage :85 - Selecting SizeS from dropdown [[ChromeDriver: chrome on WINDOWS (7589335458880f5751b5773076c2f61a)] -> xpath: //select[@id='group_1']]
2022-05-16 15:05:246 INFO  ProductPage :95 - Clicking on AddToCart[[ChromeDriver: chrome on WINDOWS (7589335458880f5751b5773076c2f61a)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-16 15:05:274 INFO  ProductPage :104 - getting Product Added To CartMessage from [[ChromeDriver: chrome on WINDOWS (7589335458880f5751b5773076c2f61a)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-16 15:05:327 INFO  ProductPage :109 - Clicking on CloseButton[[ChromeDriver: chrome on WINDOWS (7589335458880f5751b5773076c2f61a)] -> xpath: //span[@title='Close window']]
2022-05-16 15:05:992 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:343 INFO  HomePage :41 - Clicking on WomenHeader[[ChromeDriver: chrome on WINDOWS (fd6302219bf1c24919a069ab91a3ba59)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-16 15:05:648 INFO  WomenCategoryPage :72 - Clicking on Printed Summer Dress with Price tag $28.98 [[ChromeDriver: chrome on WINDOWS (fd6302219bf1c24919a069ab91a3ba59)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[3]/div[1]/div[2]/h5[1]/a[1]]
2022-05-16 15:05:660 INFO  ProductPage :74 - clear Quantity[[ChromeDriver: chrome on WINDOWS (fd6302219bf1c24919a069ab91a3ba59)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 15:05:722 INFO  ProductPage :80 - Enter email2 to email field [[ChromeDriver: chrome on WINDOWS (fd6302219bf1c24919a069ab91a3ba59)] -> xpath: //input[@id='quantity_wanted']]
2022-05-16 15:05:781 INFO  ProductPage :85 - Selecting SizeM from dropdown [[ChromeDriver: chrome on WINDOWS (fd6302219bf1c24919a069ab91a3ba59)] -> xpath: //select[@id='group_1']]
2022-05-16 15:05:824 INFO  ProductPage :95 - Clicking on AddToCart[[ChromeDriver: chrome on WINDOWS (fd6302219bf1c24919a069ab91a3ba59)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-16 15:05:862 INFO  ProductPage :104 - getting Product Added To CartMessage from [[ChromeDriver: chrome on WINDOWS (fd6302219bf1c24919a069ab91a3ba59)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-16 15:05:919 INFO  ProductPage :109 - Clicking on CloseButton[[ChromeDriver: chrome on WINDOWS (fd6302219bf1c24919a069ab91a3ba59)] -> xpath: //span[@title='Close window']]
2022-05-17 22:05:639 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-17 22:05:715 INFO  HomePage :56 - Clicking on SignInHeader[[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-17 22:05:815 INFO  CreateAccountPage :132 - Enter emailsoft12344@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='email_create']]
2022-05-17 22:05:888 INFO  CreateAccountPage :114 - Clicking on CreateAccount[[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[1]/form[1]/div[1]/div[3]/button[1]/span[1]]
2022-05-17 22:05:65 INFO  CreateAccountPage :119 - Clicking on Gender button[[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='id_gender2']]
2022-05-17 22:05:100 INFO  CreateAccountPage :122 - Enter firstnameJohnato firstname field[[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='customer_firstname']]
2022-05-17 22:05:348 INFO  CreateAccountPage :127 - Enter LastNameSmith to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='customer_lastname']]
2022-05-17 22:05:542 INFO  CreateAccountPage :142 - Enter Password abc12345 to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='email']]
2022-05-17 22:05:795 INFO  CreateAccountPage :147 - Selecting day15 from dropdown [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //select[@id='days']]
2022-05-17 22:05:949 INFO  CreateAccountPage :152 - Selecting Month11 from dropdown [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> id: months]
2022-05-17 22:05:79 INFO  CreateAccountPage :157 - Selecting Year2005 from dropdown [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> id: years]
2022-05-17 22:05:283 INFO  CreateAccountPage :172 - Enter FirstnameMiss smith to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='firstname']]
2022-05-17 22:05:429 INFO  CreateAccountPage :178 - Enter address LastnameGeorge to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='lastname']]
2022-05-17 22:05:594 INFO  CreateAccountPage :183 - Enter address Companyjvc ltd to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='company']]
2022-05-17 22:05:771 INFO  CreateAccountPage :188 - Enter address office10,west town to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='address1']]
2022-05-17 22:05:902 INFO  CreateAccountPage :198 - Enter address CityLeedsto email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='city']]
2022-05-17 22:05:30 INFO  CreateAccountPage :204 - Select address StateOhio to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //select[@id='id_state']]
2022-05-17 22:05:148 INFO  CreateAccountPage :209 - Enter address ZipCode32184 to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='postcode']]
2022-05-17 22:05:213 INFO  CreateAccountPage :214 - Selecting address CountryUnited States from dropdown [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //select[@id='id_country']]
2022-05-17 22:05:328 INFO  CreateAccountPage :219 - Enter address AddInfo Nothing to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //textarea[@id='other']]
2022-05-17 22:05:496 INFO  CreateAccountPage :224 - Enter address Homephone 0778456321 to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='phone']]
2022-05-17 22:05:627 INFO  CreateAccountPage :229 - Enter address Mobile phone 01574562112 to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='phone_mobile']]
2022-05-17 22:05:755 INFO  CreateAccountPage :193 - Enter addressLine210,Liverpool Street to email field [[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //input[@id='address1']]
2022-05-17 22:05:566 INFO  CreateAccountPage :239 - Clicking on Register[[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/form[1]/div[4]/button[1]/span[1]]
2022-05-17 22:05:592 INFO  CreateAccountPage :243 - Verifying my account text[[ChromeDriver: chrome on WINDOWS (22c7f491db7a35ca1ec4e4a887ce9d28)] -> xpath: //h1[contains(text(),'My account')]]
2022-05-17 22:05:646 INFO  SignInPage :74 - getting Authentification text from Proxy element for: DefaultElementLocator 'By.xpath: //h1[contains(text(),'Authentication')]'
2022-05-17 22:05:581 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-17 22:05:703 INFO  HomePage :56 - Clicking on SignInHeader[[ChromeDriver: chrome on WINDOWS (e21ed7fec51410b54c4161d7ed612703)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-17 22:05:723 INFO  SignInPage :74 - getting Authentification text from [[ChromeDriver: chrome on WINDOWS (e21ed7fec51410b54c4161d7ed612703)] -> xpath: //h1[contains(text(),'Authentication')]]
2022-05-17 22:05:588 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-17 22:05:746 INFO  HomePage :56 - Clicking on SignInHeader[[ChromeDriver: chrome on WINDOWS (28074c84a6c69f711f2cad18b039eb0d)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-17 22:05:942 INFO  SignInPage :55 - Enter email to email field [[ChromeDriver: chrome on WINDOWS (28074c84a6c69f711f2cad18b039eb0d)] -> xpath: //input[@id='email']]
